+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101
11    16.763    10.198    10.77    7.0    7.28    7.071    5.831    5.0    3.606    5.0    0         3.0    21.471    15.811    23.022    20.518    24.207    19.235    21.932    24.413    16.763    14.866    15.652    13.038    18.868    17.205    14.866    18.439    16.279    21.932    18.601    39.825    36.069    37.483    34.205    43.139    36.62    42.012    43.6    40.817    36.0    34.0    34.059    31.064    36.125    36.346    34.366    31.401    36.674    31.78    35.171    37.363    32.573    61.66    56.436    51.478    61.205    51.245    61.074    51.088    61.0    39.0    34.438    30.017    38.275    29.069    33.242    28.636    37.363    32.573    69.971    67.535    40.249    67.417    35.847    10.05    63.135    64.07    61.4    63.246    64.661    58.83    41.485    38.601    35.903    33.541    32.894    31.953    30.594    29.12    27.313    25.71    37.216    35.511    34.0    30.414    28.653    31.401    24.698    24.413    27.586    
12    19.647    10.05    10.05    7.616    7.071    8.062    5.0    5.831    3.162    3.162    3.0    0         18.868    14.318    20.616    18.601    21.932    18.028    20.881    22.825    19.647    17.72    18.385    15.652    21.471    19.723    17.205    20.809    18.439    24.207    20.518    42.202    38.288    39.623    36.125    45.343    38.419    43.932    45.453    42.438    39.0    37.0    37.054    34.059    39.115    39.319    37.336    34.366    39.623    34.713    38.079    40.262    35.44    64.63    59.414    54.452    64.195    54.231    64.07    54.083    64.0    41.785    37.162    32.65    41.11    31.78    36.056    31.385    40.262    35.44    71.561    68.964    42.953    69.065    38.471    10.77    64.661    65.803    62.968    65.0    66.603    60.465    42.379    39.56    36.688    34.205    34.015    33.106    31.321    30.083    28.653    26.571    35.777    34.0    32.696    29.155    27.313    29.682    23.77    22.825    25.612    
13    38.079    26.249    25.0    25.495    24.042    26.249    21.932    24.207    21.401    19.849    21.471    18.868    0         10.44    3.0    7.071    5.0    12.207    14.142    11.18    35.355    33.377    33.136    30.15    35.0    33.0    30.0    33.061    30.067    35.355    30.414    52.202    47.434    48.104    43.463    53.852    44.721    50.537    51.478    47.17    55.902    53.935    53.6    50.636    55.444    55.227    53.235    50.249    55.082    50.09    53.009    55.0    50.0    82.225    76.903    72.035    81.394    71.589    81.049    71.197    80.623    60.415    55.902    51.478    59.615    50.537    54.626    50.09    58.523    53.852    89.022    86.023    61.717    86.683    57.306    28.284    82.006    83.63    80.43    82.879    84.853    78.102    58.31    55.758    52.479    49.739    50.804    50.0    47.17    46.615    46.098    43.012    42.0    40.0    40.112    37.336    35.355    35.0    34.482    30.414    30.0    
14    30.806    24.042    23.537    21.932    21.19    22.361    18.974    20.125    17.464    16.763    15.811    14.318    10.44    0         10.0    5.385    10.198    4.0    7.0    8.602    26.249    24.352    23.77    20.881    25.179    23.195    20.224    23.022    20.025    25.08    20.1    41.761    37.0    37.696    33.106    43.463    34.482    40.311    41.34    37.202    46.84    44.922    44.385    41.485    46.098    45.706    43.738    40.792    45.398    40.447    43.186    45.1    40.112    73.376    68.007    63.246    72.277    62.642    71.805    62.097    71.197    53.0    48.826    44.822    51.971    43.6    47.17    43.012    50.537    46.141    85.755    83.241    54.644    83.217    50.606    25.08    78.892    79.881    77.175    79.057    80.43    74.626    56.648    53.852    50.922    48.384    48.332    47.424    45.541    44.385    42.942    40.853    46.098    44.147    43.566    40.311    38.328    39.294    36.0    33.377    34.482    
15    39.357    28.601    27.459    27.586    26.249    28.284    24.083    26.173    23.345    21.932    23.022    20.616    3.0    10.0    0         5.385    2.0    10.77    12.207    8.602    35.903    33.956    33.541    30.594    35.128    33.136    30.15    33.015    30.017    35.057    30.067    51.42    46.573    47.127    42.379    52.811    43.463    49.244    50.09    45.651    56.515    54.571    54.129    51.196    55.902    55.579    53.6    50.636    55.326    50.359    53.151    55.082    50.09    82.97    77.621    72.801    82.0    72.277    81.584    71.805    81.049    61.717    57.306    53.0    60.836    51.971    55.902    51.478    59.615    55.036    91.4    88.482    63.135    89.022    58.83    30.48    84.404    85.913    82.801    85.147    87.0    80.43    60.902    58.31    55.073    52.355    53.254    52.431    49.739    49.092    48.415    45.486    45.0    43.0    43.105    40.311    38.328    38.0    37.363    33.377    33.0    
16    36.056    27.731    26.926    26.077    25.06    26.627    22.825    24.413    21.633    20.591    20.518    18.601    7.071    5.385    5.385    0         5.0    5.385    7.071    5.0    31.623    29.732    29.12    26.249    30.414    28.443    25.495    28.16    25.179    30.0    25.0    46.098    41.231    41.761    37.0    47.434    38.079    43.863    44.721    40.311    52.202    50.289    49.729    46.84    51.42    50.99    49.031    46.098    50.636    45.706    48.374    50.249    45.277    78.746    73.376    68.622    77.621    68.007    77.13    67.446    76.485    58.31    54.083    50.0    57.306    48.826    52.479    48.26    55.902    51.478    90.139    87.464    59.908    87.658    55.803    29.155    83.217    84.404    81.541    83.6    85.147    79.057    60.415    57.697    54.626    52.0    52.355    51.478    49.244    48.301    47.17    44.721    47.265    45.277    45.044    42.0    40.0    40.311    38.328    35.0    35.355    
17    40.311    30.232    29.155    29.069    27.803    29.732    25.612    27.586    24.759    23.431    24.207    21.932    5.0    10.198    2.0    5.0    0         10.198    11.18    7.071    36.401    34.482    33.956    31.048    35.355    33.377    30.414    33.136    30.15    35.0    30.0    50.99    46.098    46.573    41.761    52.202    42.72    48.466    49.244    44.721    57.009    55.082    54.571    51.662    56.294    55.902    53.935    50.99    55.579    50.636    53.339    55.227    50.249    83.522    78.16    73.376    82.462    72.801    82.0    72.277    81.394    62.65    58.31    54.083    61.717    53.0    56.824    52.479    60.415    55.902    93.005    90.139    64.14    90.604    59.908    32.016    86.023    87.459    84.404    86.683    88.459    82.006    62.65    60.033    56.824    54.12    54.918    54.083    51.478    50.774    50.0    47.17    47.0    45.0    45.1    42.297    40.311    40.0    39.294    35.355    35.0    
18    33.302    27.893    27.459    25.632    25.0    26.0    22.804    23.77    21.19    20.616    19.235    18.028    12.207    4.0    10.77    5.385    10.198    0         3.0    5.831    27.731    25.942    25.08    22.361    25.962    24.042    21.19    23.537    20.616    25.08    20.1    40.792    35.903    36.401    31.623    42.059    32.696    38.484    39.357    34.986    48.104    46.239    45.541    42.72    47.127    46.573    44.643    41.761    46.098    41.231    43.738    45.541    40.608    74.673    69.289    64.622    73.376    63.906    72.801    63.246    72.035    55.218    51.225    47.424    54.083    46.098    49.406    45.453    52.479    48.26    89.185    86.77    57.009    86.608    53.151    28.792    82.365    83.217    80.623    82.377    83.6    78.032    60.407    57.585    54.708    52.202    52.0    51.078    49.336    48.104    46.519    44.598    50.01    48.052    47.518    44.283    42.297    43.174    40.0    37.336    38.328    
19    35.355    30.806    30.414    28.46    27.893    28.792    25.71    26.571    24.042    23.537    21.932    20.881    14.142    7.0    12.207    7.071    11.18    3.0    0         5.0    29.155    27.459    26.42    23.854    26.926    25.08    22.361    24.352    21.541    25.495    20.616    40.311    35.355    35.693    30.806    41.231    31.623    37.336    38.079    33.541    49.244    47.424    46.615    43.863    48.104    47.434    45.541    42.72    46.84    42.059    44.385    46.098    41.231    75.769    70.385    65.795    74.33    65.0    73.682    64.257    72.801    57.009    53.151    49.497    55.803    48.104    51.225    47.424    54.083    50.0    91.788    89.443    58.898    89.185    55.172    31.623    85.0    85.755    83.241    84.906    86.023    80.623    63.246    60.407    57.567    55.082    54.781    53.852    52.202    50.922    49.244    47.434    52.953    50.99    50.488    47.265    45.277    46.098    43.0    40.311    41.231    
20    39.051    32.311    31.623    30.414    29.547    30.887    27.313    28.653    25.942    25.08    24.413    22.825    11.18    8.602    8.602    5.0    7.071    5.831    5.0    0         33.541    31.765    30.871    28.178    31.623    29.732    26.926    29.12    26.249    30.414    25.495    45.277    40.311    40.608    35.693    46.098    36.401    42.059    42.72    38.079    53.852    52.0    51.264    48.466    52.811    52.202    50.289    47.434    51.662    46.84    49.244    50.99    46.098    80.411    75.027    70.385    79.057    69.642    78.447    68.949    77.621    61.033    57.009    53.151    59.908    51.856    55.218    51.225    58.31    54.083    94.34    91.788    62.801    91.81    58.898    33.541    87.464    88.482    85.755    87.658    89.022    83.217    65.0    62.241    59.237    56.648    56.798    55.902    53.852    52.802    51.478    49.244    52.24    50.249    50.04    47.0    45.0    45.277    43.29    40.0    40.311    
21    10.0    23.431    25.0    20.0    21.633    19.209    21.471    18.868    19.698    21.541    16.763    19.647    35.355    26.249    35.903    31.623    36.401    27.731    29.155    33.541    0         2.0    2.828    5.385    5.0    5.385    7.071    7.28    8.602    10.0    11.18    25.0    22.361    24.166    22.561    29.155    25.495    29.732    31.623    30.414    20.616    18.682    18.248    15.297    20.1    20.0    18.0    15.0    20.1    15.133    18.439    20.616    15.811    47.127    41.761    37.0    46.098    36.401    45.706    35.903    45.277    28.284    25.0    22.361    26.907    20.591    22.672    19.723    25.0    21.213    68.007    66.708    30.48    65.146    27.459    21.213    61.847    61.351    59.908    60.407    60.415    57.009    45.277    42.297    40.792    39.294    36.346    35.355    36.401    33.956    30.414    31.623    50.931    49.497    47.424    43.863    42.426    46.098    37.537    39.051    43.012    
22    10.198    21.932    23.431    18.439    20.0    17.692    19.723    17.205    17.889    19.698    14.866    17.72    33.377    24.352    33.956    29.732    34.482    25.942    27.459    31.765    2.0    0         2.0    3.606    5.385    5.0    5.831    7.0    7.616    10.198    10.44    26.249    23.324    25.06    23.087    30.232    25.962    30.463    32.311    30.806    22.561    20.616    20.224    17.263    22.091    22.0    20.0    17.0    22.091    17.117    20.396    22.561    17.72    49.041    43.681    38.897    48.052    38.328    47.676    37.855    47.265    29.732    26.249    23.324    28.425    21.633    24.042    20.809    26.627    22.672    68.622    67.186    31.828    65.788    28.601    19.849    62.362    62.032    60.44    61.098    61.27    57.567    45.1    42.107    40.447    38.833    36.125    35.128    35.903    33.541    30.15    31.048    49.578    48.104    46.098    42.521    41.037    44.598    36.235    37.537    41.4    
23    12.166    23.345    24.759    19.799    21.26    19.105    20.809    18.439    18.868    20.591    15.652    18.385    33.136    23.77    33.541    29.12    33.956    25.08    26.42    30.871    2.828    2.0    0         3.0    3.606    3.0    4.243    5.0    5.831    8.246    8.544    24.759    21.633    23.324    21.19    28.601    24.042    28.636    30.463    28.862    23.087    21.19    20.616    17.72    22.361    22.091    20.1    17.117    22.0    17.0    20.1    22.204    17.263    49.649    44.272    39.56    48.508    38.897    48.052    38.328    47.518    31.113    27.803    25.06    29.732    23.324    25.495    22.472    27.803    24.042    70.52    69.123    33.302    67.676    30.232    21.401    64.288    63.906    62.362    62.968    63.071    59.481    47.096    44.102    42.426    40.792    38.118    37.121    37.855    35.511    32.14    32.985    51.088    49.578    47.634    44.045    42.521    45.967    37.802    38.897    42.638    
24    13.0    21.401    22.672    17.804    19.105    17.205    18.439    16.279    16.401    18.028    13.038    15.652    30.15    20.881    30.594    26.249    31.048    22.361    23.854    28.178    5.385    3.606    3.0    0         5.831    4.243    3.0    5.831    5.0    9.434    8.0    26.907    23.431    25.0    22.361    30.48    25.08    30.017    31.765    29.732    25.962    24.042    23.537    20.616    25.318    25.08    23.087    20.1    25.0    20.0    23.087    25.179    20.224    52.498    47.127    42.379    51.42    41.761    50.99    41.231    50.488    33.302    29.732    26.627    32.016    25.0    27.586    24.207    30.232    26.249    71.512    69.921    35.355    68.71    32.016    19.723    65.146    65.0    63.246    64.078    64.413    60.407    47.0    44.0    42.107    40.311    38.0    37.0    37.336    35.128    32.0    32.388    49.204    47.634    45.804    42.202    40.608    43.863    36.056    36.797    40.361    
25    15.0    26.907    28.284    23.345    24.759    22.672    24.207    21.932    22.204    23.854    18.868    21.471    35.0    25.179    35.128    30.414    35.355    25.962    26.926    31.623    5.0    5.385    3.606    5.831    0         2.0    5.0    2.828    5.385    5.0    7.071    21.213    18.028    19.723    17.72    25.0    20.616    25.08    26.926    25.495    22.361    20.591    19.698    17.0    21.19    20.616    18.682    15.811    20.224    15.297    18.028    20.0    15.0    48.847    43.463    38.91    47.434    38.079    46.84    37.336    46.098    32.016    29.155    26.926    30.48    25.08    26.627    24.166    28.284    25.0    72.801    71.589    34.409    69.921    31.765    25.0    66.708    66.098    64.761    65.146    65.0    61.847    50.249    47.265    45.706    44.147    41.304    40.311    41.231    38.833    35.355    36.401    54.672    53.151    51.225    47.634    46.098    49.497    41.4    42.426    46.098    
26    15.133    25.612    26.907    22.023    23.345    21.401    22.672    20.518    20.616    22.204    17.205    19.723    33.0    23.195    33.136    28.443    33.377    24.042    25.08    29.732    5.385    5.0    3.0    4.243    2.0    0         3.0    2.0    3.606    5.385    5.831    22.672    19.209    20.809    18.385    26.249    21.19    25.942    27.731    25.962    24.166    22.361    21.541    18.788    23.087    22.561    20.616    17.72    22.204    17.263    20.025    22.0    17.0    50.695    45.31    40.719    49.336    39.925    48.765    39.217    48.052    33.302    30.232    27.731    31.828    25.942    27.803    25.06    29.732    26.249    73.376    72.035    35.609    70.52    32.757    23.854    67.186    66.731    65.253    65.788    65.795    62.362    50.09    47.096    45.398    43.738    41.11    40.112    40.792    38.471    35.128    35.903    53.413    51.856    50.0    46.4    44.822    48.104    40.224    41.037    44.598    
27    15.811    23.854    25.0    20.248    21.401    19.723    20.518    18.601    18.385    19.849    14.866    17.205    30.0    20.224    30.15    25.495    30.414    21.19    22.361    26.926    7.071    5.831    4.243    3.0    5.0    3.0    0         3.606    2.0    7.071    5.0    25.0    21.213    22.672    19.723    28.284    22.361    27.459    29.155    26.926    26.926    25.08    24.352    21.541    25.962    25.495    23.537    20.616    25.179    20.224    23.022    25.0    20.0    53.488    48.104    43.463    52.202    42.72    51.662    42.059    50.99    35.355    32.016    29.155    33.971    27.459    29.732    26.627    32.016    28.284    74.33    72.801    37.537    71.512    34.409    22.361    68.007    67.779    66.098    66.851    67.082    63.246    50.0    47.0    45.1    43.29    41.0    40.0    40.311    38.118    35.0    35.355    51.614    50.0    48.26    44.654    43.012    46.098    38.588    39.051    42.426    
28    17.117    27.203    28.425    23.601    24.839    23.022    24.042    22.023    21.932    23.431    18.439    20.809    33.061    23.022    33.015    28.16    33.136    23.537    24.352    29.12    7.28    7.0    5.0    5.831    2.828    2.0    3.606    0         3.0    3.606    4.243    21.401    17.692    19.209    16.553    24.759    19.313    24.187    25.942    24.042    25.06    23.324    22.361    19.723    23.77    23.087    21.19    18.385    22.561    17.72    20.224    22.091    17.117    51.478    46.098    41.593    49.98    40.719    49.336    39.925    48.508    34.828    31.906    29.547    33.302    27.731    29.411    26.833    31.113    27.803    75.286    73.98    37.202    72.422    34.482    25.554    69.123    68.622    67.186    67.676    67.624    64.288    52.086    49.092    47.381    45.706    43.105    42.107    42.755    40.447    37.121    37.855    55.0    53.413    51.614    48.01    46.4    49.578    41.881    42.521    45.967    
29    17.72    25.554    26.627    21.954    23.022    21.471    22.023    20.248    19.849    21.213    16.279    18.439    30.067    20.025    30.017    25.179    30.15    20.616    21.541    26.249    8.602    7.616    5.831    5.0    5.385    3.606    2.0    3.0    0         5.831    3.0    23.854    19.849    21.213    18.028    26.907    20.591    25.807    27.459    25.08    27.731    25.942    25.08    22.361    26.571    25.962    24.042    21.19    25.495    20.616    23.195    25.08    20.1    54.231    48.847    44.283    52.811    43.463    52.202    42.72    51.42    36.797    33.601    30.887    35.355    29.155    31.241    28.302    33.302    29.732    76.217    74.726    39.051    73.389    36.056    24.166    69.921    69.642    68.007    68.71    68.877    65.146    52.0    49.0    47.096    45.277    43.0    42.0    42.297    40.112    37.0    37.336    53.254    51.614    49.93    46.325    44.654    47.634    40.311    40.608    43.863    
30    20.0    30.806    32.016    27.203    28.425    26.627    27.586    25.612    25.456    26.907    21.932    24.207    35.355    25.08    35.057    30.0    35.0    25.08    25.495    30.414    10.0    10.198    8.246    9.434    5.0    5.385    7.071    3.606    5.831    0         5.0    18.028    14.142    15.62    13.0    21.213    15.811    20.591    22.361    20.616    25.0    23.431    22.204    19.849    23.324    22.361    20.591    18.028    21.541    17.0    18.974    20.616    15.811    51.0    45.651    41.34    49.244    40.311    48.466    39.357    47.434    36.056    33.541    31.623    34.409    29.732    30.887    28.792    32.016    29.155    77.621    76.485    38.588    74.726    36.249    29.155    71.589    70.88    69.635    69.921    69.642    66.708    55.227    52.24    50.636    49.031    46.271    45.277    46.098    43.738    40.311    41.231    58.6    57.009    55.218    51.614    50.0    53.151    45.486    46.098    49.497    
31    20.616    28.178    29.155    24.597    25.554    24.166    24.413    22.825    22.204    23.431    18.601    20.518    30.414    20.1    30.067    25.0    30.0    20.1    20.616    25.495    11.18    10.44    8.544    8.0    7.071    5.831    5.0    4.243    3.0    5.0    0         22.361    18.028    19.209    15.62    25.0    18.028    23.431    25.0    22.361    29.155    27.459    26.42    23.854    27.731    26.926    25.08    22.361    26.249    21.541    23.77    25.495    20.616    55.462    50.09    45.651    53.852    44.721    53.141    43.863    52.202    39.051    36.056    33.541    37.537    31.765    33.601    30.887    35.355    32.016    79.057    77.621    41.4    76.217    38.588    26.926    72.801    72.45    70.88    71.512    71.589    68.007    55.0    52.0    50.09    48.26    46.0    45.0    45.277    43.105    40.0    40.311    55.758    54.083    52.479    48.877    47.17    50.0    42.942    43.012    46.098    
32    33.541    48.104    49.497    44.553    45.967    43.863    45.343    43.139    43.278    44.822    39.825    42.202    52.202    41.761    51.42    46.098    50.99    40.792    40.311    45.277    25.0    26.249    24.759    26.907    21.213    22.672    25.0    21.401    23.854    18.028    22.361    0         5.0    5.385    10.198    5.0    11.18    9.434    11.18    14.142    25.495    25.179    23.195    23.0    22.561    20.616    20.224    20.0    18.682    18.0    16.279    15.811    15.0    45.343    40.608    37.736    42.426    36.056    41.037    34.409    39.051    40.311    40.0    40.311    38.328    38.328    37.0    37.336    35.355    35.0    85.147    85.0    43.29    82.152    43.0    46.098    80.0    78.16    78.0    77.162    75.664    75.0    68.007    65.146    64.257    63.159    59.464    58.523    60.415    57.775    53.852    55.902    75.822    74.33    72.346    68.768    67.268    70.711    62.482    63.64    67.268    
33    31.623    44.822    46.098    41.231    42.521    40.608    41.725    39.699    39.598    41.037    36.069    38.288    47.434    37.0    46.573    41.231    46.098    35.903    35.355    40.311    22.361    23.324    21.633    23.431    18.028    19.209    21.213    17.692    19.849    14.142    18.028    5.0    0         2.0    5.385    7.071    7.071    8.0    10.0    11.18    26.926    26.249    24.352    23.537    24.166    22.361    21.541    20.616    20.591    18.682    17.889    18.028    15.811    48.795    43.863    40.608    46.098    39.051    44.822    37.537    43.012    41.231    40.311    40.0    39.294    38.0    37.336    37.0    36.401    35.355    85.586    85.147    44.147    82.608    43.29    43.012    80.156    78.638    78.16    77.647    76.485    75.166    66.708    63.789    62.642    61.351    57.974    57.009    58.523    55.973    52.202    53.852    72.622    71.063    69.203    65.605    64.031    67.268    59.405    60.208    63.64    
